,Price,Beds,Baths,Area,Location
3912,,1.0,1.0,620.0,"
        Rental Unit in Chelsea "
3913,,1.0,1.0,620.0,"
        Rental Unit in Upper West Side "
3914,3900.0,1.0,1.0,620.0,"
        Condo in Midtown West "
3915,,1.0,1.0,620.0,"
        Rental Unit in Yorkville "
3916,,,1.0,620.0,"
        Rental Unit in Midtown "
3917,,1.0,1.0,620.0,"
        Rental Unit in Chelsea "
3918,,1.0,1.0,620.0,"
        Rental Unit in Kips Bay "
3919,,1.0,1.0,619.0,"
        Rental Unit in Midtown West "
3920,3315.0,1.0,1.0,745.0,"
        Building in Stuyvesant Town/PCV "
3921,,,1.0,520.0,"
        Rental Unit in Carnegie Hill "
3922,3595.0,,1.0,619.0,"
        Rental Unit in Battery Park City "
3923,,,1.0,619.0,"
        Rental Unit in West Chelsea "
3924,3795.0,1.0,1.0,619.0,"
        Rental Unit in Upper West Side "
3925,,1.0,1.0,618.0,"
        Rental Unit in Midtown West "
3926,,,1.0,618.0,"
        Rental Unit in Financial District "
3927,3550.0,1.0,1.0,618.0,"
        Rental Unit in Battery Park City "
3928,2599.0,,1.0,618.0,"
        Condo in Financial District "
3929,,1.0,1.0,617.0,"
        Rental Unit in Midtown West "
3930,3500.0,1.0,1.0,617.0,"
        Rental Unit in Lincoln Square "
3931,,1.0,1.0,617.0,"
        Rental Unit in Yorkville "
3932,,1.0,1.0,617.0,"
        Rental Unit in Yorkville "
3933,,1.0,1.0,617.0,"
        Rental Unit in Yorkville "
3935,3595.0,,1.0,619.0,"
        Rental Unit in Battery Park City "
3936,3350.0,1.0,1.0,616.0,"
        Rental Unit in Battery Park City "
3937,,1.0,1.0,616.0,"
        Rental Unit in Lincoln Square "
3938,,1.0,1.0,616.0,"
        Rental Unit in Lincoln Square "
3939,,2.0,1.0,615.0,"
        Rental Unit in Manhattan Valley "
3940,,1.0,1.0,615.0,"
        Rental Unit in Lower East Side "
3941,3533.0,1.0,1.0,615.0,"
        Rental Unit in Financial District "
3942,,1.0,1.0,614.0,"
        Rental Unit in Murray Hill "
3943,,1.0,1.0,614.0,"
        Rental Unit in Lincoln Square "
3944,,1.0,1.0,612.0,"
        Rental Unit in Morningside Heights "
3945,,1.0,1.0,612.0,"
        Rental Unit in Upper West Side "
3946,,,1.0,612.0,"
        Condo in Yorkville "
3947,4000.0,1.0,1.0,611.0,"
        Condo in Flatiron "
3948,4950.0,2.0,2.0,1100.0,"
        Rental Unit in Lincoln Square "
3949,4690.0,1.0,5.0,980.0,"
        Rental Unit in Midtown "
3950,3595.0,1.0,1.0,611.0,"
        Condo in Upper East Side "
3951,,1.0,1.0,611.0,"
        Rental Unit in Central Harlem "
3952,,,1.0,610.0,"
        Rental Unit in Upper West Side "
3953,,,1.0,610.0,"
        Condo in Yorkville "
3954,2350.0,1.0,1.0,610.0,"
        Rental Unit in East Harlem "
3955,3300.0,1.0,1.0,609.0,"
        Rental Unit in Financial District "
3956,3100.0,1.0,1.0,608.0,"
        Rental Unit in Financial District "
3957,3500.0,1.0,1.0,607.0,"
        Condo in Lincoln Square "
3958,4300.0,1.0,1.0,606.0,"
        Rental Unit in Financial District "
3959,,1.0,1.0,606.0,"
        Condo in Financial District "
3960,4300.0,1.0,1.0,606.0,"
        Rental Unit in Financial District "
3961,,1.0,1.0,606.0,"
        Rental Unit in Financial District "
3963,6950.0,3.0,2.0,3000.0,"
        Townhouse in Kips Bay "
3964,,1.0,1.0,606.0,"
        Condo in Financial District "
3965,,1.0,1.0,606.0,"
        Condo in Financial District "
3966,,1.0,1.0,606.0,"
        Condo in Financial District "
3967,,1.0,1.0,606.0,"
        Condo in Midtown South "
3968,,1.0,1.0,606.0,"
        Condo in Financial District "
3969,4300.0,1.0,1.0,606.0,"
        Rental Unit in Financial District "
3970,,1.0,1.0,605.0,"
        Rental Unit in Midtown "
3971,,1.0,1.0,605.0,"
        Rental Unit in Upper West Side "
3972,,1.0,1.0,604.0,"
        Rental Unit in Central Harlem "
3973,3150.0,1.0,1.0,604.0,"
        Rental Unit in Upper West Side "
3974,3400.0,1.0,1.0,604.0,"
        Rental Unit in Yorkville "
3975,3500.0,0.0,1.0,604.0,"
        Condo in Lincoln Square "
3978,2695.0,1.0,1.0,604.0,"
        Rental Unit in Central Harlem "
3979,2850.0,1.0,1.0,604.0,"
        Condo in Battery Park City "
3980,,1.0,1.0,602.0,"
        Rental Unit in Chelsea "
3981,,1.0,1.0,602.0,"
        Rental Unit in Midtown West "
3982,,1.0,1.0,602.0,"
        Rental Unit in Yorkville "
3983,,,1.0,602.0,"
        Rental Unit in Midtown West "
3984,,1.0,1.0,602.0,"
        Rental Unit in Yorkville "
3985,,1.0,1.0,601.0,"
        Rental Unit in West Chelsea "
3986,2550.0,,1.0,600.0,"
        Rental Unit in Gramercy Park "
3987,3300.0,,1.0,600.0,"
        Condo in Lincoln Square "
3988,,2.0,1.0,600.0,"
        Rental Unit in Chinatown "
3989,3500.0,,1.0,600.0,"
        Condo in Midtown West "
3992,2450.0,1.0,1.0,600.0,"
        Rental Unit in East Village "
3993,,2.0,1.0,600.0,"
        Rental Unit in Nolita "
3994,4200.0,1.0,1.0,600.0,"
        Condo in East Village "
3995,,1.0,1.0,600.0,"
        Condo in Midtown West "
3996,2750.0,1.0,1.0,600.0,"
        Rental Unit in Upper West Side "
3997,,1.0,1.0,600.0,"
        Rental Unit in East Village "
3998,2100.0,1.0,1.0,600.0,"
        Rental Unit in Upper East Side "
3999,,1.0,1.0,600.0,"
        Rental Unit in Upper West Side "
4000,2895.0,1.0,1.0,600.0,"
        Condo in Financial District "
4001,2750.0,1.0,1.0,600.0,"
        Condo in Sutton Place "
4002,,1.0,1.0,600.0,"
        Condo in Yorkville "
4006,,,1.0,600.0,"
        Co-op in Midtown South "
4007,2725.0,1.0,1.0,600.0,"
        Rental Unit in Midtown West "
4008,3300.0,1.0,1.0,600.0,"
        Building in Upper West Side "
4009,2400.0,1.0,1.0,600.0,"
        Condo in Chinatown "
4010,2800.0,2.0,1.0,600.0,"
        Rental Unit in Chinatown "
4011,1500.0,1.0,1.0,600.0,"
        Rental Unit in Washington Heights "
4012,2600.0,1.0,1.0,600.0,"
        Rental Unit in Turtle Bay "
4013,,1.0,1.0,600.0,"
        Co-op in Upper West Side "
4014,,1.0,1.0,600.0,"
        Rental Unit in West Village "
4015,3000.0,1.0,1.0,600.0,"
        Condo in Upper East Side "
4016,,2.0,1.0,600.0,"
        Condo in Lenox Hill "
4017,1900.0,1.0,1.0,600.0,"
        Rental Unit in Hudson Heights "
4018,19000.0,3.0,5.0,3062.0,"
        Condo in West Village "
4019,,2.0,3.0,2000.0,"
        Townhouse in Central Harlem "
4020,1800.0,1.0,1.0,600.0,"
        Co-op in Inwood "
4021,,,1.0,600.0,"
        Co-op in Midtown "
4022,3400.0,,1.0,600.0,"
        Rental Unit in Lenox Hill "
4023,2125.0,1.0,1.0,600.0,"
        Rental Unit in Upper East Side "
4024,2600.0,,1.0,600.0,"
        Rental Unit in Midtown "
4025,2900.0,,1.0,600.0,"
        Rental Unit in Financial District "
4026,,1.0,1.0,600.0,"
        Rental Unit in Upper West Side "
4027,,1.0,1.0,600.0,"
        Rental Unit in Kips Bay "
4028,4500.0,1.0,1.0,600.0,"
        Rental Unit in Murray Hill "
4029,4500.0,1.0,1.0,600.0,"
        Rental Unit in Murray Hill "
4030,2250.0,,1.0,600.0,"
        Rental Unit in Midtown West "
4031,2650.0,,1.0,600.0,"
        Rental Unit in Midtown West "
4032,,1.0,1.0,793.0,"
        Rental Unit in Upper West Side "
4034,,2.0,1.0,600.0,"
        Rental Unit in Upper West Side "
4035,3000.0,1.0,1.0,600.0,"
        Townhouse in Greenwich Village "
4036,,2.0,1.0,600.0,"
        Condo in Lenox Hill "
4037,2550.0,,1.0,600.0,"
        Condo in Financial District "
4038,,2.0,1.0,600.0,"
        Rental Unit in Yorkville "
4039,2025.0,,1.0,600.0,"
        Rental Unit in Upper East Side "
4040,,,1.0,600.0,"
        Building in Yorkville "
4041,2700.0,,1.0,600.0,"
        Rental Unit in Midtown South "
4042,2300.0,,1.0,600.0,"
        Condo in Lenox Hill "
4043,2100.0,1.0,1.0,600.0,"
        Rental Unit in Central Harlem "
4044,2495.0,1.0,1.0,600.0,"
        Rental Unit in Upper West Side "
4045,,,1.0,600.0,"
        Rental Unit in Upper West Side "
4047,3195.0,1.0,1.0,657.0,"
        Rental Unit in Yorkville "
4048,2700.0,1.0,1.0,600.0,"
        Condop in Lenox Hill "
4049,2550.0,1.0,1.0,600.0,"
        Rental Unit in Upper West Side "
4050,,,1.0,600.0,"
        Rental Unit in Lincoln Square "
4051,3095.0,,1.0,600.0,"
        Rental Unit in Tribeca "
4052,2275.0,,1.0,600.0,"
        Rental Unit in Upper West Side "
4053,2000.0,2.0,1.0,600.0,"
        Rental Unit in Hamilton Heights "
4054,3750.0,1.0,1.0,600.0,"
        Rental Unit in Midtown West "
4055,3400.0,1.0,1.0,600.0,"
        Rental Unit in West Village "
4056,,1.0,1.0,600.0,"
        Condo in Lenox Hill "
4057,,1.0,1.0,600.0,"
        Co-op in Manhattan Valley "
4058,,1.0,1.0,600.0,"
        Rental Unit in Yorkville "
4059,1450.0,1.0,1.0,600.0,"
        Condo in Hamilton Heights "
4060,4950.0,2.0,2.0,1100.0,"
        Rental Unit in Lincoln Square "
4062,2350.0,,1.0,600.0,"
        Rental Unit in Murray Hill "
4063,,1.0,1.0,600.0,"
        Rental Unit in Fort George "
4064,2750.0,,1.0,600.0,"
        Rental Unit in Chelsea "
4065,2300.0,,1.0,600.0,"
        Rental Unit in Midtown South "
4066,,1.0,1.0,600.0,"
        Building in Central Harlem "
4067,2400.0,1.0,1.0,600.0,"
        Condo in Lenox Hill "
4068,2500.0,1.0,1.0,600.0,"
        Rental Unit in Midtown West "
4069,2900.0,1.0,1.0,600.0,"
        Condo in Central Park South "
4070,3400.0,,1.0,600.0,"
        Rental Unit in Lenox Hill "
4071,3500.0,1.0,1.0,600.0,"
        Co-op in East Village "
4072,,,1.0,600.0,"
        Rental Unit in Central Harlem "
4073,,,1.0,600.0,"
        Condo in Fulton/Seaport "
4074,4750.0,1.0,1.0,791.0,"
        Condo in Financial District "
4075,7000.0,3.0,2.0,2095.0,"
        Condo in Central Harlem "
4076,,1.0,1.0,600.0,"
        Co-op in Upper West Side "
4077,,,1.0,600.0,"
        Condo in Murray Hill "
4078,2700.0,1.0,1.0,600.0,"
        Rental Unit in Yorkville "
4079,,1.0,1.0,600.0,"
        Rental Unit in Gramercy Park "
4080,,,1.0,600.0,"
        Rental Unit in Upper West Side "
4081,2400.0,2.0,1.0,600.0,"
        Rental Unit in Hamilton Heights "
4082,3400.0,,1.0,600.0,"
        Co-op in Greenwich Village "
4083,,,1.0,600.0,"
        Rental Unit in Noho "
4084,,1.0,1.0,600.0,"
        Rental Unit in Upper West Side "
4085,,1.0,1.0,600.0,"
        Rental Unit in Upper West Side "
4086,,1.0,1.0,600.0,"
        Rental Unit in Inwood "
4087,3600.0,1.0,1.0,600.0,"
        Co-op in Gramercy Park "
4090,,1.0,1.0,600.0,"
        Rental Unit in Soho "
4091,2425.0,1.0,1.0,600.0,"
        Co-op in Kips Bay "
4092,2800.0,2.0,1.0,600.0,"
        Rental Unit in Lower East Side "
4093,2100.0,1.0,1.0,600.0,"
        Rental Unit in East Village "
4094,2500.0,,1.0,600.0,"
        Co-op in Lincoln Square "
4095,,1.0,1.0,600.0,"
        Rental Unit in Inwood "
4096,2475.0,1.0,1.0,600.0,"
        Rental Unit in East Village "
4097,2600.0,1.0,1.0,600.0,"
        Rental Unit in East Village "
4098,1700.0,1.0,1.0,600.0,"
        Rental Unit in Washington Heights "
4099,2299.0,1.0,1.0,600.0,"
        Rental Unit in Upper East Side "
4100,2490.0,1.0,1.0,600.0,"
        Rental Unit in East Village "
4101,2285.0,1.0,1.0,600.0,"
        Rental Unit in East Village "
4104,1800.0,1.0,1.0,600.0,"
        Townhouse in Hamilton Heights "
4105,,1.0,1.0,598.0,"
        Rental Unit in Kips Bay "
4106,1725.0,1.0,1.0,598.0,"
        Rental Unit in Central Harlem "
4107,1750.0,1.0,1.0,598.0,"
        Rental Unit in Central Harlem "
4108,5070.0,1.0,1.0,598.0,"
        Rental Unit in NoMad "
4109,5080.0,1.0,1.0,598.0,"
        Rental Unit in NoMad "
4110,,1.0,1.0,597.0,"
        Rental Unit in Kips Bay "
4111,,1.0,1.0,597.0,"
        Rental Unit in Midtown West "
4112,2750.0,1.0,1.0,597.0,"
        Condo in Battery Park City "
4113,1675.0,1.0,1.0,596.0,"
        Rental Unit in Central Harlem "
4114,,,1.0,596.0,"
        Rental Unit in West Village "
4115,1725.0,1.0,1.0,596.0,"
        Rental Unit in Central Harlem "
4118,1660.0,1.0,1.0,596.0,"
        Rental Unit in Central Harlem "
4119,,1.0,1.0,595.0,"
        Rental Unit in Central Harlem "
4120,3800.0,1.0,1.0,595.0,"
        Rental Unit in East Village "
4121,3300.0,,1.0,595.0,"
        Rental Unit in Lenox Hill "
4122,3200.0,,1.0,595.0,"
        Condo in Financial District "
4123,1735.0,1.0,1.0,595.0,"
        Rental Unit in Central Harlem "
4124,,1.0,1.0,594.0,"
        Rental Unit in Lincoln Square "
4125,4200.0,1.0,1.0,593.0,"
        Rental Unit in Tribeca "
4126,,1.0,1.0,592.0,"
        Rental Unit in Financial District "
4127,,1.0,1.0,592.0,"
        Rental Unit in Financial District "
4128,3600.0,,1.0,592.0,"
        Rental Unit in Midtown "
4129,,1.0,1.0,591.0,"
        Rental Unit in Midtown West "
4132,2900.0,1.0,1.0,591.0,"
        Rental Unit in Turtle Bay "
4133,3475.0,,1.0,590.0,"
        Rental Unit in Lincoln Square "
4134,,,1.0,590.0,"
        Rental Unit in Fulton/Seaport "
4135,3495.0,,1.0,590.0,"
        Rental Unit in Financial District "
4136,3700.0,1.0,1.0,589.0,"
        Condo in Chelsea "
4137,,1.0,1.0,589.0,"
        Rental Unit in Lincoln Square "
4138,,1.0,1.0,589.0,"
        Condo in Manhattan Valley "
4139,,1.0,1.0,589.0,"
        Condo in Chelsea "
4140,,,1.0,588.0,"
        Condo in Murray Hill "
4141,4550.0,1.0,1.0,588.0,"
        Condo in Lincoln Square "
4142,2500.0,,1.0,587.0,"
        Condo in Yorkville "
4143,,,1.0,587.0,"
        Rental Unit in West Chelsea "
4145,3299.0,3.0,2.0,1200.0,"
        Rental Unit in Central Harlem "
4146,2500.0,,1.0,587.0,"
        Condo in Yorkville "
4147,3650.0,1.0,1.0,586.0,"
        Rental Unit in Flatiron "
4148,2400.0,,1.0,586.0,"
        Condop in Upper East Side "
4149,,1.0,1.0,585.0,"
        Condo in Midtown West "
4150,2795.0,1.0,1.0,585.0,"
        Rental Unit in Carnegie Hill "
4151,,,1.0,585.0,"
        Condo in Midtown West "
4152,,1.0,1.0,585.0,"
        Rental Unit in Upper West Side "
4153,,,1.0,585.0,"
        Condo in Midtown West "
4154,,1.0,1.0,585.0,"
        Rental Unit in Midtown West "
4155,,1.0,1.0,585.0,"
        Condo in Kips Bay "
4156,,,1.0,585.0,"
        Condo in Fulton/Seaport "
4157,2925.0,1.0,1.0,585.0,"
        Rental Unit in Carnegie Hill "
4160,3500.0,,1.0,584.0,"
        Rental Unit in Lincoln Square "
4161,,1.0,1.0,584.0,"
        Rental Unit in Midtown West "
4162,,,1.0,583.0,"
        Rental Unit in Murray Hill "
4163,3995.0,1.0,1.0,581.0,"
        Rental Unit in Lincoln Square "
4164,,1.0,1.0,581.0,"
        Rental Unit in Lincoln Square "
4165,,,1.0,581.0,"
        Rental Unit in Financial District "
4166,2650.0,,1.0,580.0,"
        Rental Unit in Battery Park City "
4167,,,1.0,580.0,"
        Condo in Turtle Bay "
4168,3000.0,,1.0,580.0,"
        Rental Unit in Midtown West "
4169,1995.0,,1.0,580.0,"
        Co-op in Yorkville "
4170,,1.0,1.0,580.0,"
        Rental Unit in NoMad "
4171,,1.0,1.0,580.0,"
        Rental Unit in Nolita "
4173,6000.0,1.0,1.0,924.0,"
        Condo in Gramercy Park "
4174,,,1.0,580.0,"
        Rental Unit in Kips Bay "
4175,3900.0,1.0,1.0,580.0,"
        Condo in Midtown West "
4176,,,1.0,579.0,"
        Rental Unit in West Chelsea "
4177,2799.0,,1.0,578.0,"
        Condo in Financial District "
4178,,,1.0,577.0,"
        Rental Unit in Chelsea "
4179,,,1.0,577.0,"
        Rental Unit in Chelsea "
4180,3290.0,,1.0,577.0,"
        Rental Unit in Upper West Side "
4181,,,1.0,577.0,"
        Rental Unit in Yorkville "
4182,4000.0,1.0,1.0,576.0,"
        Rental Unit in Midtown West "
4183,,,1.0,576.0,"
        Rental Unit in Murray Hill "
4184,3100.0,1.0,1.0,576.0,"
        Condo in Chelsea "
4185,,,1.0,576.0,"
        Rental Unit in Midtown West "
4186,5325.0,1.0,2.0,750.0,"
        Condo in Midtown West "
4187,,2.0,2.0,1309.0,"
        Condo in Lincoln Square "
4188,2395.0,1.0,1.0,575.0,"
        Rental Unit in Upper West Side "
4189,,,,575.0,"
        Condo in Beekman "
4190,2475.0,1.0,1.0,575.0,"
        Condo in Lincoln Square "
4191,2090.0,,1.0,575.0,"
        Apartment in East Harlem "
4192,,2.0,1.0,575.0,"
        Co-op in Greenwich Village "
4193,,,1.0,575.0,"
        Rental Unit in Financial District "
4194,2700.0,,1.0,575.0,"
        Condop in Upper West Side "
4195,,,1.0,575.0,"
        Rental Unit in Midtown South "
4196,3550.0,,1.0,575.0,"
        Rental Unit in Midtown "
4197,2250.0,,1.0,575.0,"
        Rental Unit in Chelsea "
4198,,,1.0,574.0,"
        Rental Unit in Midtown West "
4199,,1.0,1.0,574.0,"
        Rental Unit in Kips Bay "
4202,,1.0,1.0,574.0,"
        Rental Unit in Kips Bay "
4203,,1.0,1.0,574.0,"
        Rental Unit in Lincoln Square "
4204,,1.0,1.0,574.0,"
        Rental Unit in Kips Bay "
4205,,,1.0,573.0,"
        Rental Unit in Upper East Side "
4206,2825.0,,1.0,572.0,"
        Rental Unit in Battery Park City "
4207,2700.0,,1.0,571.0,"
        Condo in Murray Hill "
4208,3300.0,,1.0,571.0,"
        Rental Unit in Murray Hill "
4209,3200.0,,1.0,570.0,"
        Rental Unit in Murray Hill "
4210,,,1.0,570.0,"
        Condo in Lincoln Square "
4211,5200.0,2.0,1.0,570.0,"
        Rental Unit in Turtle Bay "
4212,,,1.0,570.0,"
        Condo in Lincoln Square "
4213,,,1.0,569.0,"
        Condo in Midtown West "
4214,30000.0,4.0,4.0,3212.0,"
        Condo in Lincoln Square "
4215,,2.0,2.0,1309.0,"
        Condo in Lincoln Square "
4216,3650.0,,1.0,569.0,"
        Condo in Midtown West "
4217,,1.0,1.0,568.0,"
        Rental Unit in Chelsea "
4218,3200.0,,1.0,567.0,"
        Condo in West Chelsea "
4219,,1.0,1.0,567.0,"
        Rental Unit in Murray Hill "
4220,,,1.0,567.0,"
        Rental Unit in Lincoln Square "
4221,,1.0,1.0,566.0,"
        Rental Unit in Sutton Place "
4222,,1.0,1.0,566.0,"
        Rental Unit in Sutton Place "
4223,2425.0,,1.0,565.0,"
        Rental Unit in Upper West Side "
4224,,1.0,1.0,565.0,"
        Rental Unit in West Chelsea "
4225,,,1.0,565.0,"
        Rental Unit in Lincoln Square "
4226,,,1.0,564.0,"
        Rental Unit in Financial District "
4227,,,1.0,564.0,"
        Rental Unit in Financial District "
4229,,2.0,2.0,1113.0,"
        Condo in Flatiron "
4230,,,1.0,563.0,"
        Rental Unit in West Chelsea "
4231,,,1.0,561.0,"
        Rental Unit in Lincoln Square "
4232,2195.0,1.0,1.0,560.0,"
        Condo in Washington Heights "
4233,2150.0,1.0,1.0,560.0,"
        Rental Unit in Washington Heights "
4234,,,1.0,560.0,"
        Rental Unit in Chelsea "
4235,3500.0,,1.0,560.0,"
        Condo in Midtown South "
4236,,,1.0,560.0,"
        Rental Unit in Financial District "
4237,2150.0,1.0,1.0,560.0,"
        Rental Unit in Hamilton Heights "
4238,,1.0,1.0,560.0,"
        Rental Unit in Midtown West "
4239,,,1.0,560.0,"
        Rental Unit in Midtown East "
4240,,,1.0,560.0,"
        Rental Unit in Midtown South "
4241,1800.0,1.0,1.0,560.0,"
        Rental Unit in East Harlem "
4242,11500.0,2.0,2.0,1358.0,"
        Rental Unit in Battery Park City "
4244,3399.0,1.0,1.0,560.0,"
        Condo in Financial District "
4245,,1.0,1.0,560.0,"
        Rental Unit in Midtown West "
4246,3000.0,,1.0,559.0,"
        Rental Unit in Lenox Hill "
4247,3100.0,,1.0,559.0,"
        Condo in Fulton/Seaport "
4248,,,1.0,559.0,"
        Rental Unit in Midtown "
4249,3671.0,,1.0,559.0,"
        Rental Unit in Midtown "
4250,2350.0,1.0,1.0,558.0,"
        Rental Unit in Washington Heights "
4251,,1.0,1.0,558.0,"
        Condo in Washington Heights "
4252,,,1.0,556.0,"
        Rental Unit in Financial District "
4253,,,1.0,556.0,"
        Rental Unit in Financial District "
4254,,1.0,1.0,554.0,"
        Rental Unit in Midtown West "
4255,,1.0,1.0,554.0,"
        Rental Unit in Upper West Side "
4256,,3.0,1.0,1300.0,"
        Rental Unit in Hudson Heights "
4258,3000.0,,1.0,554.0,"
        Condo in Manhattan Valley "
4259,2450.0,,1.0,552.0,"
        Condo in Fulton/Seaport "
4260,,,1.0,551.0,"
        Rental Unit in Financial District "
4261,,1.0,1.0,551.0,"
        Rental Unit in Lower East Side "
4262,,1.0,1.0,550.0,"
        Rental Unit in Upper West Side "
4263,2100.0,1.0,1.0,550.0,"
        Rental Unit in Upper West Side "
4264,,1.0,1.0,550.0,"
        Rental Unit in Midtown West "
4265,3100.0,1.0,1.0,550.0,"
        Rental Unit in East Village "
4266,,1.0,1.0,550.0,"
        Rental Unit in Kips Bay "
4267,2000.0,1.0,1.0,550.0,"
        Rental Unit in Lenox Hill "
4268,,,1.0,550.0,"
        Rental Unit in West Chelsea "
4269,2100.0,1.0,1.0,550.0,"
        Rental Unit in Upper East Side "
4270,,2.0,2.0,1000.0,"
        Condo in Midtown West "
4272,2950.0,,1.0,550.0,"
        Rental Unit in Carnegie Hill "
4273,,,1.0,550.0,"
        Condo in Yorkville "
4274,3000.0,1.0,1.0,550.0,"
        Co-op in Morningside Heights "
4275,,1.0,1.0,550.0,"
        Rental Unit in Turtle Bay "
4276,,1.0,1.0,550.0,"
        Rental Unit in Midtown West "
4277,2700.0,1.0,1.0,550.0,"
        Condo in Murray Hill "
4278,1600.0,1.0,1.0,550.0,"
        Rental Unit in Washington Heights "
4279,,1.0,1.0,550.0,"
        Rental Unit in Carnegie Hill "
4280,3750.0,1.0,1.0,550.0,"
        Rental Unit in Gramercy Park "
4281,,2.0,1.0,550.0,"
        Rental Unit in Manhattan Valley "
4282,,,1.0,550.0,"
        Co-op in Midtown West "
4283,1995.0,1.0,1.0,550.0,"
        Rental Unit in Lower East Side "
4284,2090.0,,1.0,575.0,"
        Apartment in East Harlem "
4286,,,1.0,550.0,"
        Rental Unit in Battery Park City "
4287,2700.0,,1.0,550.0,"
        Condo in Lincoln Square "
4288,,,1.0,550.0,"
        Rental Unit in Kips Bay "
4289,,1.0,1.0,550.0,"
        Condo in West Village "
4290,3680.0,,1.0,550.0,"
        Rental Unit in NoMad "
4291,,1.0,1.0,550.0,"
        Multi-family in Midtown West "
4292,,2.0,1.0,550.0,"
        Rental Unit in Chinatown "
4293,,2.0,1.0,550.0,"
        Rental Unit in Chinatown "
4294,2100.0,1.0,1.0,550.0,"
        Rental Unit in Upper West Side "
4295,3720.0,,1.0,550.0,"
        Rental Unit in NoMad "
4296,1900.0,1.0,1.0,550.0,"
        Condo in Central Harlem "
4298,3700.0,5.0,1.0,750.0,"
        Rental Unit in Financial District "
4300,3670.0,,1.0,550.0,"
        Rental Unit in NoMad "
4301,,,1.0,550.0,"
        Rental Unit in West Chelsea "
4302,,1.0,1.0,550.0,"
        Multi-family in Midtown West "
4303,,1.0,1.0,550.0,"
        Building in Little Italy "
4304,2400.0,1.0,1.0,550.0,"
        Co-op in Morningside Heights "
4305,2795.0,,1.0,550.0,"
        Rental Unit in Tribeca "
4306,2499.0,,1.0,550.0,"
        Rental Unit in Midtown "
4307,,,1.0,550.0,"
        Rental Unit in Midtown West "
4308,3000.0,1.0,1.0,550.0,"
        Rental Unit in Lincoln Square "
4309,,,1.0,550.0,"
        Rental Unit in Central Harlem "
4310,4000.0,1.0,1.0,550.0,"
        Condo in Midtown West "
4311,,1.0,1.0,550.0,"
        Building in Little Italy "
4312,,2.0,2.0,1320.0,"
        Rental Unit in Upper West Side "
4314,2895.0,,1.0,550.0,"
        Rental Unit in Carnegie Hill "
4315,2800.0,,1.0,550.0,"
        Townhouse in West Village "
4316,1999.0,1.0,1.0,550.0,"
        Co-op in Sutton Place "
4317,2900.0,1.0,1.0,550.0,"
        Condo in East Village "
4318,2000.0,1.0,1.0,550.0,"
        Rental Unit in Upper West Side "
4319,,1.0,1.0,550.0,"
        Condo in Midtown West "
4320,2100.0,1.0,1.0,550.0,"
        Rental Unit in Upper West Side "
4321,2150.0,1.0,1.0,550.0,"
        Rental Unit in Lincoln Square "
4322,,5.0,1.0,550.0,"
        Townhouse in Lenox Hill "
4323,,,1.0,550.0,"
        Rental Unit in Lenox Hill "
4324,3395.0,,1.0,550.0,"
        Condo in Midtown West "
4325,3200.0,1.0,1.0,550.0,"
        Rental Unit in Battery Park City "
4327,,1.0,1.0,620.0,"
        Rental Unit in Chelsea "
4328,,1.0,1.0,550.0,"
        Building in East Harlem "
4329,1800.0,1.0,1.0,550.0,"
        Rental Unit in Central Harlem "
4330,,1.0,1.0,550.0,"
        Rental Unit in Central Harlem "
4331,,1.0,1.0,550.0,"
        Condo in Lincoln Square "
4332,2000.0,,1.0,550.0,"
        Rental Unit in East Village "
4333,2445.0,1.0,1.0,550.0,"
        Rental Unit in Beekman "
4334,1995.0,1.0,1.0,550.0,"
        Rental Unit in East Village "
4335,,,1.0,550.0,"
        Condo in Midtown "
4336,2295.0,1.0,1.0,550.0,"
        Rental Unit in Yorkville "
4337,,1.0,1.0,550.0,"
        Co-op in Yorkville "
4338,3500.0,1.0,1.0,550.0,"
        Rental Unit in Battery Park City "
4339,,,1.0,550.0,"
        Rental Unit in West Chelsea "
4340,6700.0,2.0,2.0,1585.0,"
        Condo in Financial District "
4342,,1.0,1.0,550.0,"
        Condop in Yorkville "
4343,,,1.0,550.0,"
        Rental Unit in Midtown West "
4344,,2.0,1.0,550.0,"
        Rental Unit in Washington Heights "
4345,2450.0,1.0,1.0,549.0,"
        Rental Unit in Murray Hill "
4346,2650.0,,1.0,549.0,"
        Rental Unit in Murray Hill "
4347,,,1.0,549.0,"
        Rental Unit in Financial District "
4348,,,1.0,548.0,"
        Rental Unit in Lincoln Square "
4349,3200.0,,1.0,548.0,"
        Rental Unit in Chelsea "
4350,,,1.0,548.0,"
        Condo in Fulton/Seaport "
4351,3700.0,1.0,1.0,547.0,"
        Rental Unit in East Village "
4352,2850.0,1.0,1.0,545.0,"
        Condop in Kips Bay "
4353,,1.0,1.0,545.0,"
        Rental Unit in Financial District "
4356,2695.0,,1.0,545.0,"
        Condo in Central Park South "
4357,,,1.0,545.0,"
        Rental Unit in Midtown West "
4358,,,1.0,545.0,"
        Condo in Upper West Side "
4359,,,1.0,543.0,"
        Rental Unit in West Chelsea "
4360,2700.0,,1.0,540.0,"
        Rental Unit in Midtown South "
4361,4075.0,,1.0,540.0,"
        Rental Unit in Upper West Side "
4362,3200.0,,1.0,540.0,"
        Rental Unit in Financial District "
4363,,,1.0,540.0,"
        Condo in Financial District "
4364,3475.0,,1.0,539.0,"
        Rental Unit in Tribeca "
